Class,Name,Description
,"D_SVAS_PRD","DSVAS: Service Assistant Production"
"ISHT","D_TXMN","DRM : Transmission Report on Web"
"ISHT","D_XMNRNR","DRM: Expected Transmissions and Transmissions not received"
"ISHT","D_XNDR","DRM : R/3 Transactions - DR"
"ISHT","D_XNMS","DRM : R/3 Transactions - MS"
"CV","EASYDM_FIL","Define User-Independent Filters"
"CV","EASYDM_LAY","Define User-Independent Layouts"
"ECM","ECM_CTXT","Engineering Change Management: Context"
"ECM","ECM_ORD","Change Management: Change Order"
"ECM","ECM_REQ","Change Management: Change Request"
"ECM","ECM_VAL","Change Management: Validity"
"LO","EXTBAT_CRE","Create External Batch Structure for Purchase Orders"
"LO","EXTBAT_MNT","Change External Batch Structures"
"IS_U","E_BILL_CL","Authorization Object for Billing Class"
"IS_U","E_BULKY","Authorization Object for Bulk Waste Maintenance IS-U Waste"
"IS_U","E_B_BIL_PL","Authorization Object for Budget Billing Plan"
"CACS","E_CACS_ACC","Settlement Authorization"
"CACS","E_CACS_ADM","Administrator"
"CACS","E_CACS_AGR","Authorization Object for Standard Agreements"
"CACS","E_CACS_ALV","Save Authorization for Global ALV Layouts"
"CACS","E_CACS_APP","Application Authorization"
"CACS","E_CACS_BDL","Authorization for Contract Bundling"
"CACS","E_CACS_BK","Post Commission Case"
"CACS","E_CACS_CHG","Authorization for Follow-Up and Additional Postings"
"CACS","E_CACS_COR","Authorization Object for Correspondence Print"
"CACS","E_CACS_CSD","Authorization for Transactions in Interface Dispatcher"
"CACS","E_CACS_CTR","Authorization for Commission Contracts"
"CACS","E_CACS_DBC","Database Conversion"
"CACS","E_CACS_DBS","Database Statistics"
"CACS","E_CACS_DOC","Post Document"
"CACS","E_CACS_EDT","Edit"
"CACS","E_CACS_FGB","Commissions: Field Groups - Contract Bundle"
"CACS","E_CACS_FGC","Commissions: Field Groups - Commission Contract"
"CACS","E_CACS_GEN","Generator Authorization"
"CACS","E_CACS_HRG","Customizing HR"
"CACS","E_CACS_INT","For SAP INTERNAL Use Only"
"CACS","E_CACS_MAS","Mass Processing"
"CACS","E_CACS_NSC","Authorization for Namespace Conversion"
"CACS","E_CACS_OAA","FOA: Authorization Object for Accessing FOA"
"CACS","E_CACS_OBJ","Authorization for Object Data Change in Commission Case"
"CACS","E_CACS_RCP","RCP: Creation and Processing of Worklists"
"CACS","E_CACS_RET","Retention: Authorizations for Retention"
"CACS","E_CACS_REV","Authorization for Releasing and Returning"
"CACS","E_CACS_SEG","Authorization for Segment Assignment"
"CACS","E_CACS_SFA","Display Transactions for External Commission Contract"
"CACS","E_CACS_SFC","Display/Change External Commission Contract"
"CACS","E_CACS_SLC","Enables Changing Head of Organizational Unit"
"CACS","E_CACS_SMA","Display Transactions for Own Commission Contract"
"CACS","E_CACS_SMC","Display/Change Own Commission Contract"
"CACS","E_CACS_STD","Authorization Object for Standard Contract as of ERP2007"
"CACS","E_CACS_TGR","Target Agreements: Authorization for Rule Maintenance"
"CACS","E_CACS_TGV","Target Agreements: Authorization for Value Maintenance"
"CACS","E_CACS_TRU","Target Agreements: Authorization for Rule Maintenance"
"CACS","E_CACS_USG","Authorization for FS-ICM/ICM Application Measurement"
"IS_U","E_CAPAB","Authorization Object for Capacity"
"IS_U","E_CERTIFCT","Authorization Object for Device Certification"
"IS_U","E_CLEAN","Authorization Object of IS-U Waste Property"
"IS_U","E_CONNOBJ","Authorization Object for Connection Object"
"IS_U","E_CONTRACT","Authorization Object for IS-U Contract"
"CRD","E_CRD_AS","Credential Assignments"
"CRD","E_CRD_M","Credentials Manager"
"CRD","E_CRD_PRNT","Authorization for Correspondence Print"
"IS_U","E_CRFC_CHG","Authorization Object for Changing Certification in Dev. Cat."
"ECCS","E_CS_BUNIT","Consolidation Unit"
"ECCS","E_CS_CACTT","Consolidation Tasks"
"ECCS","E_CS_CONGR","Consolidation Group"
"ECCS","E_CS_DEFRM","SAP Consolidation: Data Entry Layout"
"ECCS","E_CS_DIMEN","Dimension"
"ECCS","E_CS_ITCLG","Consolidation Chart of Accounts"
"ECCS","E_CS_JEFRM","SAP Consolidation: Journal Entry Layout"
"ECCS","E_CS_PERMO","Monitor, Open/Close Periods"
"ECCS","E_CS_RPTNG","Reporting using Report Writer/Painter and Drilldown Reports"
"ECCS","E_CS_RVERS","Version"
"IS_U","E_CUST_CHG","Authorization Obj. for Maintain. Standard Customers in IS-U"
"IS_U","E_DEREG_WO","Authorization Object: Post in Deregulated Scenarios"
"IS_U","E_DEVGRP","Authorization object for Device Group"
"IS_U","E_DEVLOC","Authorization Object for Device Locations"
"IS_U","E_DEV_CHNG","Authorization Object for Device Modification"
"IS_U","E_DEV_PREL","Auth. Object for Changing Inspection Relevance of Devices"
"IS_U","E_DEV_RATE","Authorization Object for Rate Data"
"IS_U","E_DEV_REL","Authorization Object for Register Relationships"
"IS_U","E_DISCOUNT","Authorization Object for Discount/Surcharge"
"IS_U","E_DISC_DOC","Authorization object for installation disconnection document"
"IS_U","E_DLVRYBAN","Authorization Object for Delivery Block"
"IS_U","E_DRGSCEN","Authorization Check for Supply Scenario"
"IS_U","E_DTX_TASK","Authorization Object for Processing Data Exchange Tasks"
"IS_U","E_EDM_PRF2","Authorization Object for Processing EDM Profiles - IDEX"
"IS_U","E_EDM_PROF","Authorization Object for EDM Profile Processing"
"IS_U","E_EDM_SETT","EDM Settlement"
"IS_U","E_ELOCDC","Authorization Object for Allocating Notes to Container Loc."
"IS_U","E_ELOCEO","Auth. Object for Allocating Waste Disposal Obj. to Cont.Loc."
"IS_U","E_GCONTRAC","Authorization for Garantor Contract"
"IS_U","E_GRID","Authorization Object for Grid"
"CACS","E_ICM_AL","ICM Analyst"
"CACS","E_ICM_PT","ICM Participant"
"IS_U","E_IDE_CHKT","Authorization Object: IDE Check Framework Tool for Deregul."
"IS_U","E_INSTCALC","Authorization Object for Asynchronous Formula Instance Calc."
"IS_U","E_INSTLN","Authorization Object for Utility Installation"
"IS_U","E_INSTLN2","Authorization Object for Utility Installation - IDEX"
"IS_U","E_INSTLN3","Auth. Object for Profile Allocation in Utility Installation"
"IS_U","E_INST_REM","Authorization Object for Install., Removal, and Replacement"
"IS_U","E_INVOICE","Authorization for Invoicing of Contract Accounts"
"IS_U","E_INV_DOC","Authorization Object: Bill Receipt for Document/PAN"
"IS_U","E_INV_ETHI","Authorization Object: Aggr. Posting Serv. Prov. CA"
"IS_U","E_LOG_REG","Authorization Object for Logical Registers"
"IS_U","E_LOYALACC","Authorization object for loyalty account"
"IS_U","E_METER_RR","Authorization Object for Meter Reading Results"
"IS_U","E_MOVE_IN","Authorization Object for Move-In"
"IS_U","E_MOVE_OUT","Authorization Object for Move-Out"
"IS_U","E_MRD_UNIT","Authorization Object for Meter Reading Unit"
"IS_U","E_MR_DOC","Authorization Object for Meter Reading Documents and Orders"
"IS_U","E_MR_DOC1","Authorization Object for Meter Reading Documents and Orders"
"IS_U","E_MR_DOC2","Auth.Obj. for Meter Read. Documents/Orders, and Company Code"
"IS_U","E_NBSERVI2","Authorization Object for Point of Delivery Service - IDEX"
"IS_U","E_NBSERVIC","Authorization object for point of delivery service"
"IS_U","E_OPERAND","Authorization Object for Operands"
"IS_U","E_ORDER","Authorization Object for Waste Disposal Order"
"IS_U","E_PCKGOODS","Authorization Object for General Cargo Entry"
"PFO","E_PFO_ADM","Administration in Portfolio Assignment"
"PFO","E_PFO_MAS","Mass Activities in Portfolio Assignment"
"PFO","E_PFO_OBJ","Objects in Portfolio Assignment"
"IS_U","E_POD","Authorization Object for PoD"
"IS_U","E_POD2","Authorization Obj. for Point of Delivery Transaction - IDEX"
"IS_U","E_PORTION","Authorization Object for Portion"
"IS_U","E_PRDOC","Authorization Object for Parked Document"
"IS_U","E_PREMISE","Authorization Object for Premise"
"IS_U","E_PRESCL","Authorization Object for Price Adjustment Clause"
"AAAA","E_PRICE","Authorization Object: Price"
"IS_U","E_PRICE1","Authorization Object: Price"
"IS_U","E_PROF_IMP","Authorization Object for Importing Profiles into IS-U-EDM"
"IS_U","E_PROPERTY","Authorization Object for Owner Allocation"
"IS_U","E_RATE","Authorization Object for Rate"
"IS_U","E_RATE_CAT","Authorization Object Type - Rate Category"
"IS_U","E_RATE_DET","Authorization Object for Rate Determination"
"IS_U","E_REDEMPTN","Authorization object for redemption"
"IS_U","E_REGIOGRP","Authorization Object for Regional Structure Group"
"IS_U","E_REG_REL","Authorization Object for Register Relationships"
"IS_U","E_ROB","Authorization Object for Cleaning Object"
"IS_U","E_ROUTE","Authorization Object for Route Maintenance"
"IS_U","E_SAMPLE","Authorization Object for Samples"
"IS_U","E_SAMP_LOT","Authorization Object for Sample Lot"
"IS_U","E_SCHEMA","Authorization Object for Schema"
"IS_U","E_SERVFREQ","Authorization Object for Service Frequency"
"IS_U","E_SERVLOC","Authorization Object for Container Location"
"IS_U","E_SERVPROV","Authorization Object of Service Provider"
"IS_U","E_SWTDOC","Authorization Object for Switch Document"
"IS_U","E_TRIGGER","Authorization Object for Billing Order"
"IS_U","E_VARIANT","Authorization Object for Variants"
"IS_U","E_WABILL","Authorization object for maintaining billing-related factors"
"IS_U","E_WDPLANT","Authorization Object for Waste Disposal Facility"
"BC_A","E_WDPLJRNL","Authorization Object for Operations Log"
"IS_U","E_WDPPROC","Authorization Object for Procedure Within a Facility"
"IS_U","E_WDPPROGR","Authorization Object for Procedure Group"
"IS_U","E_WEIGHCST","Authorization Object for Weighing Connection Customizing"
"IS_U","E_WEIGHOFL","Authorization Object for Offline Weighing"
"IS_U","E_WEIGHPRO","Authorization Object for Weighing Procedure"
"FI","FAGL_INST","Customer Enhancements for General Ledger"
"FINB","FB_SRV_DMS","Financials Basis: Data Model Synchronization"
"FINB","FB_SRV_GC","Financials Basis: Garbage Collector"
"FINB","FB_SRV_TR","Financials Basis: Transport"
"FDT","FDT_OBJECT","FDT: Authority-Check on Object Level"
"IS","FD_AKT_ACT","Loans: Filed Documents - Maintenance Authorization"
"IS","FD_AUS_BUK","Loans: Disbursement - Company Code Authorization"
"IS","FD_AUS_GSA","Loans: Disbursement - Authorization for Product Types"
"IS","FD_BAV_BUK","Loans: Transfer BAV Data - Company Code Authorization"
"IS","FD_BEL_ACT","Loans: Collateral Value - Maintenance Authorization"
"IS","FD_BO_BUK","Activity Authorization Based on Business Operation Category"
"IS","FD_BUK_LAY","Loans: Changing and Saving ALV Layouts"
"IS","FD_CHARAC","Loans: Authorization for Processing Characteristics"
"IS_B","FD_CLI_GRP","CL CLI: Authorization Group for Changes to a CLI Policy"
"IS_B","FD_COT_GRP","Loans: Authorization Group for Condition Table"
"IS_B","FD_COT_PRD","Loans: Assignment of Product to Condition Table"
"IS","FD_DAR_ACT","Loans: Transaction Check for Product Category"
"IS","FD_DAR_BEG","Loans: Authorization Group for Loan Contracts"
"IS","FD_DAR_BUK","Loans: Company Code Authorization"
"IS_B","FD_DAR_DIS","Distribution Channel"
"IS","FD_DAR_GSA","Loans: Authorization for Product Types"
"IS","FD_DAR_RBD","Loans: Authorization Check for Reserve for Bad Debts"
"IS_B","FD_DAR_SBW","Loans: Flow Type"
"IS","FD_DAR_STA","Loans: Status Authorization"
"IS","FD_IA_ZANF","Loans: Investor Account - Payment upon Request"
"IS","FD_MAN_BUK","Loans: Manual Debit Position - Company Code Authorization"
"IS","FD_MAS_BUK","Loans: Automatic Debit Position - Company Code Authorization"
"IS","FD_MET_BUK","Loans: Rollover Methods - Company Code Authorization"
"IS","FD_OBJ_ACT","Loans: Collateral Objects - Maintenance Authorization"
"IS","FD_POD_BUK","Loans: Rollover File - Company Code Authorization"
"IS","FD_POG_BUK","Loans: General Rollover File - Company Code Authorization"
"IS","FD_POH_BUK","Loans: Main Rollover File - Company Code Authorization"
"IS","FD_POK_BUK","Loans: Configure/Fill Rollover File - Company Code"
"IS","FD_PROD_BG","Loans: Authorization Group for Products"
"IS","FD_SET_STA","Loans: Automatic Status Transfer"
"IS","FD_STOP_CD","Loans: Authorization Check for Stop Code"
"IS","FD_UMB_BUK","Loans: Transfers - Authorization for CoCd / Product Type"
"EAC","FINB_ACINS","Obsolete!!! Authorization with Reference to Accounting Inst."
"ISRE","FI_ABR_BUK","Real Estate: Settlement unit - Company code authorization"
"ISRE","FI_BAV_BUK","Real Estate: Transfer BAV data - Company code authorization"
"ISRE","FI_BEW_ACT","Real Estate: Application - Maintenance authorization"
"ISRE","FI_BKA_BUK","Real Estate: Operat.costs stt. - Company code authorization"
"ISRE","FI_FAG_BUK","Real Estate: Free rent adj. commerc.agrmnt - CoCd authoriz."
"ISRE","FI_FAW_BUK","Real Estate: Free rent adj. resid. agrmnt - CoCd authoriz."
"ISRE","FI_GAR_BUK","Real Estate: Rent adj. of garage rent - CoCd authorization"
"ISRE","FI_GBU_ACT","Real Estate: Land register - Maintenance authorization"
"ISRE","FI_GEB_BUK","Real Estate: Building - Auth. for CoCd/business entity"
"ISRE","FI_GRU_BUK","Real Estate: property - Author.for CoCd/business entity"
"ISRE","FI_HEI_BUK","Real Estate: Heating system - Company code authorization"
"ISRE","FI_HKA_BUK","Real Estate: Heating expenses stt. - CoCd authorization"
"ISRE","FI_IND_BUK","Real Estate: Index-linked rent - Company code authorization"
"ISRE","FI_KUE_BUK","Real Estate: Notice on lease-out - Author.for CoCd/BE"
"ISRE","FI_ME1_BUK","Real Estate: Rental unit - Authoriz.for CoCd/business entity"
"ISRE","FI_MIE_BUK","Real Estate: Rental agreement - Authoriz. for CoCd/BE"
"ISRE","FI_MIS_ACT","Real Estate: Repr.lists of rents - Maintenance authorization"
"ISRE","FI_MIS_BUK","Real Estate: Repr.list of rents adj. - CoCd authorization"
"ISRE","FI_MOD_BUK","Real Estate: Modernization adjustment - CoCd authorization"
"ISRE","FI_RAU_BUK","Real Estate: Rooms - Authorization for CoCd/business entity"
"ISRE","FI_VBE_BUK","Real Estate: Comparative group - Company code authorization"
"ISRE","FI_VWO_BUK","Real Estate: Comparative apartment - Company code authoriz."
"ISRE","FI_WEI_BUK","Real Estate: Business entity - Authoriz. for CoCd/BE"
"ISRE","FI_ZAH_BUK","Real Estate: Debit pos.payment transactions - CoCd authoriz."
"ISRE","FI_ZLG_BUK","Real Estate: Surcharge adjustment - Company code authoriz."
"ISRE","FI_ZUO_ACT","Real Estate: Assign RU/applic. - Maintenance authorization"
"FI","FOT_B2A_V","Admin. Report Electronic Data Transmission to Authorities"
"FPP","FPP_ALL","Authorization Object for All FPP Activities"
"FPP","FPP_CUST","Authorization Object for Maintaining ParaProcessing Objects"
"FPP","FPP_USE","Authorization for Using FPP Service Modules"
"FSCM","FSCM_BCCE",
"IS","FW_AKS_BUK","Securities: Stock Split - Company Code Authorization"
"IS","FW_BAV_BUK","Securities: Transfer BAV Data - Company Code Authorization"
"IS","FW_BES_BUK","Securities: Position Indicator - Auth. for CoCd/Prod. Type"
"IS","FW_BEZ_BUK","Securities: Subscription Right - Company Code Authorization"
"IS","FW_DEP_BUK","Securities: Securities Account - Authorization for CoCd/TTy"
"IS","FW_GAT_ACT","Securities: Class - Transaction Check Prod. Cat./Activity"
"IS","FW_GAT_GSA","Securities: Class - Authorization for Transaction Types"
"IS","FW_JUA_BUK","Securities: New Stock - Company Code Authorization"
"IS","FW_KAB_BUK","Securities: Capital Reduction - Company Code Authorization"
"IS","FW_KER_BUK","Securities: Capital Increase - Company Code Authorization"
"IS","FW_MAS_BUK","Securities: Automatic Debit Position - CoCd/Product Type"
"IS","FW_ORD_BUK","Securities: Order - Company Code Authorization"
"IS","FW_ORD_GSA","Securities: Order - Authorization for Transaction Types"
"IS","FW_ORD_STA","Securities: Order - Status Authorization"
"IS","FW_OSA_BUK","Securities: Exercise WA - Authorization for CoCd/Prod. Type"
"IS","FW_OST_BUK","Securities: Detach WA - Company Code Authorization"
"IS","FW_SON_BUK","Securities: Other Postings - Company Code Authorization"
"IS","FW_UMB_BUK","Securities: Balance Sheet Transfer - Co. Code Authorization"
"IS","FW_UMD_BUK","Securities: Securities Account Transfer - CoCd Authorization"
"IS","FW_WAN_BUK","Securities: Exercise Convertible Bond - Company Code Auth."
"IS","FZ_BAV_BUK",
"IS","FZ_FRG_KOM","Release: Authorization Check - Release Object/Authoriz. Amnt"
"IS","FZ_FRG_OST","Release: Authorization for Release Object/Release Status"
"IS","FZ_IND_ACT","Index data: Maintenance authorization"
"IS","FZ_PRT_ACT","Partner Management: Partner - General Maintenance Authoriz."
"IS","FZ_PRT_AUS","Partner Management: Partner Role - Selection Authorization"
"IS","FZ_PRT_BEG","Treasury: Business Partners: Authorization Group for Partner"
"IS_B","F_ACCL_ACT","BCA Account Closure: Activity"
"FI","F_ACE_DST","Accrual Engine: Accrual Objects"
"FI","F_ACE_PST","Accrual Engine: Accrual Postings"
"IS_B","F_ACHY_ACT","BCA Account Hierarchy: Activity"
"IS_B","F_ACHY_BKA","BCA Account Hierarchy: Bank Area"
"FI","F_ACT_EBPP","Authorization Object for the Activities (EBPP)"
"FI","F_AVIK_AVA","Payment Advice: Authorization for Advice Types"
"FI","F_AVIK_BUK","Payment Advice: Authorization for Company Codes"
"IS_B","F_BAST_ACT","BCA Bank Statement: Activity"
"IS","F_BAV_BUK","Treasury BAV General Rights"
"IS_B","F_BKKA_ACT","BCA Account: Activity"
"IS_B","F_BKKA_ATT","BCA Account: Authorization Types"
"IS_B","F_BKKA_BKA","BCA Account: Bank Areas"
"IS_B","F_BKKA_BPG","BCA Account: Authorization Group According to BP"
"IS_B","F_BKKA_FDG","BCA Account: Field Groups"
"IS_B","F_BKKA_GRP","BCA Account: Authorization Groups"
"IS_B","F_BKKA_GSB","BCA: Activities for Each Business Area"
"IS_B","F_BKKA_PRG","BCA Account: Authorization Group According to Product"
"IS_B","F_BKKA_RCT","BCA Account: Reactivate"
"FI","F_BKPF_BED","Accounting Document: Account Authorization for Customers"
"FI","F_BKPF_BEK","Accounting Document: Account Authorization for Vendors"
"FI","F_BKPF_BES","Accounting Document: Account Authorization for G/L Accounts"
"FI","F_BKPF_BLA","Accounting Document: Authorization for Document Types"
"FI","F_BKPF_BUK","Accounting Document: Authorization for Company Codes"
"FI","F_BKPF_BUP","Accounting Document: Authorization for Posting Periods"
"FI","F_BKPF_GSB","Accounting Document: Authorization for Business Areas"
"FI","F_BKPF_KOA","Accounting Document: Authorization for Account Types"
"FI","F_BKPF_VW","Acc. Document: Change/Display Default Vals for Doc.Type/PKey"
"FI","F_BL_BANK","Authorization for House Banks and Payment Methods"
"FI","F_BNKA_BUK","Banks: Authorization for Company Codes"
"AAAB","F_BNKA_MAC","Can be assigned; Still no usage, deletion not possible?"
"AAAB","F_BNKA_MAN","Banks: General Maintenance Authorization"
"AAAB","F_BNKA_MAO","Banks: General Maintenance Authorization by Country"
"IS_B","F_CASH_ACG","BCA Means of Payment Management: Auth. Group Acc. to Account"
"IS_B","F_CASH_ACT","BCA Means of Payment Management: Activity"
"IS_B","F_CASH_ATT","BCA Means of Payment Management: Authorization Types"
"IS_B","F_CASH_BKA","BCA Means of Payment Management: Bank Area"
"IS_B","F_CASH_BPG","BCA Means of Payment Management: Auth. Group According to BP"
"IS_B","F_CASH_PRG","BCA Means of Payment Management: Auth. Group Acc. to Product"
"IS_B","F_CASH_TYP","BCA Means of Payment Management: Position Type"
"IS","F_CHAINREV","Loans: Chain Reversal"
"IS","F_CHG_COND","Loans: Change Conditions After Posting"
"FI","F_CLOCO","Authroizations for Closing Cockpit (New for ERP 2005 EhP3)"
"IS_B","F_CLOS_ACT","BCA Balancing: Activity"
"IS_B","F_COND_ACT","BCA Conditions: Activity"
"IS_B","F_COND_ATT","BCA Conditions: Authorization Types"
"IS_B","F_COND_BDC","BCA Conditions: Retroactive Condition Change"
"IS_B","F_COND_COA","BCA Conditions: Condition Area"
"IS_B","F_COND_ITP","BCA Conditions: Individual Conditions Condition Category"
"IS_B","F_COND_TYP","BCA Conditions: Condition Category"
"IS","F_DABS_BUK","Loans: Write off Debit Position - CoCd/Partner Authorization"
"IS","F_DEURCONV","Loans: Contract Currency Changeover to Euro"
"IS","F_DSIC_ACT","Loans: Collateral - Maintenance Authorization"
"IS","F_DVER_BUK","Loans: Waiver Debit Postion - Authorization for CoCd/Pr.Type"
"IS","F_DZNB_BEA","Loans: Processing Key for Payment Postprocessing"
"IS","F_DZNB_SEL","Loans: Selection Authorization for Payment Postprocessing"
"IS_B","F_EMAC_FDG","BCA Employee Accounts: Field Groups on Account"
"IS_B","F_EMAC_MTH","BCA Employee Accounts: Allowed Methods"
"IS_B","F_EMAC_TRN","BCA: Employee Accounts: Transaction Types"
"FI","F_FAGL_LDR","General Ledger: Authorization for Ledger"
"FI","F_FAGL_SEG","General Ledger: Authorization for Segment"
"FI","F_FAGL_SKF","FI: Processing of Statistical Key Figures"
"FI","F_FAST_CLS","Fast Close Authorizations"
"FI","F_FBCJ","Cash Journal: General Authorization"
"FI","F_FCRD_CRD","Payment Cards: Card Master Record"
"FI","F_FCRD_DAT","Payment Cards: Data File"
"FI","F_FCRD_VOU","Payment Cards: Card Document"
"FI_T","F_FDES_BUK","Cash Management and Forecast: Company Code Memo Records"
"FI_T","F_FDES_GSB","Cash Management and Forecast: Business Area Memo Records"
"FI_T","F_FDSB_BUK","Cash Position: Company Code Summary Records"
"FI_T","F_FDSB_GSB","Cash Position: Business Area Summary Records"
"FI_T","F_FDSR_BUK","Liquidity Forecast: Company Code Summary Records"
"FI_T","F_FDSR_GSB","Liquidity Forecast: Business Area Summary Records"
"FI_T","F_FEBB_BUK","Company Code Bank Statement"
"FI_T","F_FEBC_BUK","Company Code Check Deposit/Lockbox"
"FI","F_FICA_CCT","Funds Management, Cross-Funds Center"
"FI","F_FICA_CIG","Funds Management: Commitment Item Groups"
"FI","F_FICA_CTR","Funds Management Funds Center"
"FI","F_FICA_CVE","Funds Management: Cover Eligibility"
"FI","F_FICA_CVP","Funds Management: Cover Pool"
"FI","F_FICA_EAL","Funds Management: Collective Expenditure"
"FI","F_FICA_FAG","Funds Management: Function Groups"
"FI","F_FICA_FCD","Funds Management Fund"
"FI","F_FICA_FCG","Funds Management: Funds Center Groups"
"FI","F_FICA_FMC","FM - CO Account Assignment: Controlling Area"
"FI","F_FICA_FNG","Funds Management: Fund Groups"
"FI","F_FICA_FOG","Funds Management: Authorization Group of Fund"
"FI","F_FICA_FPG","Funds Management: Authorization Group for Commitment Item"
"FI","F_FICA_FSG","Funds Management: Authorization Group for Funds Center"
"FI","F_FICA_FTR","Funds Management FM Account Assignment"
"FI","F_FICA_KDR","Funds Management: Account Assignment Derivation"
"FI","F_FICA_KDS","Maintain Strategy of FM Account Assignment Derivation"
"FI","F_FICA_POP","Funds Management: authorization group posting period"
"FI","F_FICA_PPL","Funds Management: Chart of Commitment Items"
"FI","F_FICA_SEG","Funds Management: Authorization Group for All Funds Centers"
"FI","F_FICA_SIG","Funds Management: Authorization Group Internal Funds Centers"
"FI","F_FICA_TRG","Funds Management: Authorization Groups of FM Acct Assignment"
"FI","F_FICA_WCT","Funds Management Within One Funds Center"
"FI","F_FICB_FKR","Cash Budget Management/Funds Management FM Area"
"FI","F_FICB_FPS","Cash Budget Management/Funds Management Commitment Item"
"FI","F_FICB_VER","Cash Budget Management/Funds Management Version"
"FICO","F_FICO_AIN","FICO Individual Condition BAPIs"
"FICO","F_FICO_AST","FICO Standard Condition BAPIs"
"FICO","F_FICO_ATT","FICO Financial Conditions: Authorization Types"
"FICO","F_FICO_FDG","FICO Financial Conditions: Field Groups"
"FICO","F_FICO_IND","FICO Individual Conditions"
"FICO","F_FICO_STD","FICO Standard Conditions"
"FI","F_FIGM_BUD","Grants Management: Authority for Budget"
"FI","F_FIGM_CLS","Grants Management: Authority for Class"
"FI","F_FIGM_GNG","GM: Grant Groups"
"FI","F_FIGM_GNT","Grants Management: Authority for Grant"
"FI","F_FIGM_PRG","Grants Management: Authority for Programs"
"FI","F_FIGM_SCG","GM: Sponsored Class Groups"
"FI","F_FIGM_SPG","GM: Sponsored Program Groups"
"FI","F_FKKCJ","FI-CA Authorization Object for Cash Journal"
"FI","F_FMBU_ACC","Budgeting: Account Assignment"
"FI","F_FMBU_DOC","Budgeting: Document Type"
"AAAA","F_FMBU_KEY","Budgeting: Keyfigure"
"FI","F_FMBU_KYF","Budgeting: Keyfigure"
"FI","F_FMBU_STA","Budgeting: Status"
"FI","F_FMBU_VER","Budgeting: Version and Budget Category"
"FI","F_FMCA_IPM","PSCD Installment Plan: Authorization for Mass Approval"
"FI","F_FMCA_SHE","Clarification Worklist (FMSHERLOCK)"
"FI","F_FMCA_WOF","IS-PS-CA: Write Off: Approval for Write-Off Reason"
"FI","F_FMCA_WOM","PSCD Write-Off: Authorization for Mass Approval"
"FI","F_FMFG_DUN","FM-FG: CCR Vendor Master"
"FI","F_FMMD_FAR","Funds Management: Functional Area (Authorization Group)"
"FI","F_FMMD_FPG","FM: Funded Porgram Sets"
"FI","F_FMMD_MES","Funds Management: Funded Program (Authorization Group)"
"FI","F_FMME_ATT","Funded Program authorizations"
"AAAA","F_FMRE_BLK","Funds locking, company code"
"AAAA","F_FMRE_COM","Funds commitment, company code"
"AAAA","F_FMRE_FOR","Forecast of revenue, company code"
"AAAA","F_FMRE_PRE","Funds precommitment, company code"
"AAAA","F_FMRE_RES","Funds reservation, company code"
"AAAA","F_FMRE_TRA","Funds transfer, company code"
"FI","F_FMSHER","Clarification Worklist - FMSherlock"
"FI","F_FMSPLITG","Authorization for Rule-Based Distrib'n to Multiple Acct Assn"
"FI_T","F_FMWF_RSN","Reasons for Release and Rejection, FM Workflow"
"FI","F_FM_DRRUL","Funds Management: Rules of Account Assignment Derivation"
"FI","F_FM_DRSTR","Funds Management: Account Assignment Derivation Strategy"
"FI","F_FM_OPEN","FM: Authorization for Specially Opened Processes"
"MIC","F_FOPCMAIN","MIC: Main Authorization"
"FI","F_FUNDSRES","Earmarked Funds, Funds Transfer"
"IS_B","F_GLLO_ACG","GL Loss on Receivables: Authorization Group Account"
"IS_B","F_GLLO_BKA","BCA General Ledger - Loss on Receivables: Bank Area"
"IS_B","F_GLRE_BKA","BCA General Ledger Reconciliation: Bank Area"
"IS_B","F_GLVA_ACG","BCA GL Individual Value Adjustment: Authorization Group Acct"
"IS_B","F_GLVA_BKA","BCA General Ledger - Individual Value Adjustment: Bank Area"
"IS_B","F_GLVA_BPG","BCA GL Individual Value Adjustment: Authorization Group BP"
"IS_B","F_GLVA_PRG","BCA GL Individ. Value Adjustment:Authorization Group Product"
"FI","F_GMBU_ACC","GM Budgeting: Account Assignment"
"FI","F_GMGT_ATT","Grants Management: Authorization Types"
"FI","F_GMGT_FDG","Grants Management: Field Groups"
"FI","F_GMGT_GRP","Grants Management: Authorization Groups"
"BC_A","F_GMGT_RLT","Grants Management: BP Roles"
"FI","F_HMAC","hmac_key"
"IS_B","F_HOLD_ACT","BCA Holds: Activity"
"IS","F_INFO_BUK","Central: Information System - CoCd, Trans. Type, Auth. Group"
"FI","F_INVPGRIR","Authorization for Performing GR/IR Clearing"
"FI","F_INVRPGIR","Authorization for GR/IR Journal (Inventory Info System)"
"FI","F_INVRPMAT","Authorization for Material Journal (Inventory Info System)"
"FI","F_INVRPWIP","Authorization for WIP Journal (Inventory Info System)"
"ISSR","F_ISSR_1","Transaction Authorization Check"
"ISSR","F_ISSR_AD",
"ISSR","F_ISSR_BV","Position Management"
"ISSR","F_ISSR_BVC",
"ISSR","F_ISSR_CU",
"ISSR","F_ISSR_CUC",
"ISSR","F_ISSR_DU",
"ISSR","F_ISSR_GPC",
"ISSR","F_ISSR_ID",
"ISSR","F_ISSR_LTD",
"ISSR","F_ISSR_MIG",
"FI","F_IT_ALV","Line Item Display: Change and Save Layout"
"AAAA","F_KBE__RES","Funds reservation, company code"
